frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
8	<iframe allowfullscreen= frameborder=@NUM height=@STYLE sandbox=allow-same-origin allow-scripts allow-forms allow-popups allow-popups-to-escape-sandbox allow-presentation seamless=seamless src=@LINK width=@STYLE>	0.0	0.0	0.0	https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=9 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=60 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=34 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=51 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=3	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=切西瓜 三种方法 两分钟就学会>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=5	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=@HouseNUM>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=9	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Kínai Kacsamesék - Újratöltve>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=12	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=@IskolatáskaNUM>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=12	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Rosacea bőrápolási rutin>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=15	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=@LONG data-width=@STYLE data-youtube-id=@ID data-youtube-title=NT BARCELONA>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=16	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Pencil Technique - "Apple">	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=16	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=ENGAGEMENT RING>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=17	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Hair - Good Morning Starshine>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=17	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=@BURGERSNUM>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=19	null	default
2	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=23 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=35	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=ENGLAND villages of Dorset>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=26	null	default
1	<svg aria-hidden=true height=@STYLE viewbox=0 0 512 512 width=@STYLE>	0.0	1.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	null	default
2	<path d=@LONG>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	null	default
1	<svg aria-hidden=true height=@STYLE viewbox=0 0 640 512 width=@STYLE>	0.0	1.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Our New DREAM House Tour!>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=42	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=We Broke Up.>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=43	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=I'm Coming Out.>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=43	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=BEAUTY hírek ~ január ⭐️ Luca>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=47	null	default
2	<div class=maps-onebox>	0.0	1.0	0.0	https://forum.kremmania.hu/t/forumtalalkozo-2020/687?page=12 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=49	null	default
2	<iframe frameborder=@NUM height=@STYLE sandbox=allow-same-origin allow-scripts allow-forms allow-popups allow-popups-to-escape-sandbox allow-presentation seamless=seamless src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	https://forum.kremmania.hu/t/forumtalalkozo-2020/687?page=12 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=49	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Jonas Brothers - Sucker>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=57	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=THE WORST YEAR OF MY LIFE.>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=61	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Frothy Coffee at Home>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=69	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Hogyan főzzünk jó tojást?>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=74	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Kisminkel a barátnőm>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=78	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Özönvíz előtt - teljes film>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=79	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=@LONG data-width=@STYLE data-youtube-id=@ID data-youtube-title=Ask Ian: Container Gardening>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=85	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=@EpisodeNUM>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=87	null	default
1	<video controls= height=@STYLE poster=@LINK style=@STYLE title=Pandémia width=@STYLE>	0.0	1.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=88	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=@BALERINÁKNUM>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=88	null	default
1	<video controls= height=@STYLE poster=@LINK style=@STYLE title=A TÖRÖK // TÜRKISCH width=@STYLE>	0.0	1.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=95	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=Pandémia>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=98	null	default
2	<div class=onebox lazyYT lazyYT-container data-parameters=feature=oembed&wmode=opaque data-youtube-id=@ID data-youtube-title=>	0.0	2.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=152 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=104	null	default
1	<div class=onebox lazyYT lazyYT-container data-parameters=feature=oembed&wmode=opaque data-youtube-id=@ID data-youtube-title=Balázs Fecó - Maradj velem>	0.0	2.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=123	null	default
1	<video controls= height=@STYLE poster=@LINK style=@STYLE title=@sportswomanNUM width=@STYLE>	0.0	1.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=144	null	default
